"","VALUE","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"13",2709,6164123,10804,17,"10804_6_12_15_16_17_18_23_24_25","Inter-Mountain Basins Big Sagebrush Shrubland-Upland","Shrubland",120,-9999,-9999,120,100,-9999,-9999,"IV-B",255,190,232,1,0.745098,0.909804,1370868,2
"14",1063,5280731,10820,12,"10820_12_15_16_17_23_24","Mojave Mid-Elevation Mixed Desert Scrub","Shrubland",815,-9999,-9999,815,100,-9999,-9999,"V-B",216,6,73,0.847059,0.023529,0.286275,1174406,1.7
"15",488,5000231,10010,13,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",255,255,190,1,1,0.745098,1112025,1.6
"16",1074,4383535,11540,12,"11540_6_12_16_17","Inter-Mountain Basins Montane Riparian Systems","Riparian",378,-9999,-9999,378,100,-9999,-9999,"V-A",154,156,117,0.603922,0.611765,0.458824,974875,1.4
"17",1081,4053510,10190,17,"10190_6_7_9_12_16_17_18_19","Great Basin Pinyon-Juniper Woodland","Conifer",865,898,-9999,440,51,49,-9999,"V-A",115,76,0,0.45098,0.298039,0,901479,1.3
"18",1107,3902111,11530,17,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024,100,-9999,-9999,"V-B",225,225,225,0.882353,0.882353,0.882353,867809,1.3
"19",1231,3936379,10790,18,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84,90,10,-9999,"IV-A",57,194,207,0.223529,0.760784,0.811765,875430,1.3
"20",1045,3721942,10010,12,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",255,255,190,1,1,0.745098,827740,1.2
"21",1092,3864448,10810,17,"10810_6_12_13_17","Inter-Mountain Basins Mixed Salt Desert Scrub","Shrubland",1978,-9999,-9999,1978,100,-9999,-9999,"V-B",245,202,122,0.960784,0.792157,0.478431,859433,1.2
"22",642,3390338,11250,9,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59,100,-9999,-9999,"IV-A",255,115,223,1,0.45098,0.87451,753993,1.1
"23",636,2917635,10790,9,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84,90,10,-9999,"IV-A",57,194,207,0.223529,0.760784,0.811765,648866,0.9
"24",613,2423552,11260,6,"11260_6_12_17_18_28","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",49,-9999,-9999,49,100,-9999,-9999,"IV-A",230,0,169,0.901961,0,0.662745,538985,0.8
"25",1239,2031844,11260,18,"11260_6_12_17_18_28","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",49,-9999,-9999,49,100,-9999,-9999,"IV-A",230,0,169,0.901961,0,0.662745,451871,0.7
"26",11,1850617,11,0,"0","Open Water","Open Water",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",0,0,255,0,0,1,411567,0.6
"27",523,1774470,11552,13,"11552_13_14_15","North American Warm Desert Riparian Systems-Stringers","Riparian",735,-9999,-9999,735,100,-9999,-9999,"V-B",84,160,117,0.329412,0.627451,0.458824,394633,0.6
"28",602,1833302,10790,6,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84,90,10,-9999,"IV-A",57,194,207,0.223529,0.760784,0.811765,407717,0.6
"29",1048,1543440,10110,12,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31,46,54,-9999,"I-C",255,255,115,1,1,0.45098,343253,0.5
"30",1059,1627404,10620,12,"10620_6_12_17_18","Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland","Shrubland",288,149,238,69,24,47,29,"III-A",191,19,230,0.74902,0.07451,0.901961,361926,0.5
"31",1103,1497676,11260,17,"11260_6_12_17_18_28","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",49,-9999,-9999,49,100,-9999,-9999,"IV-A",230,0,169,0.901961,0,0.662745,333075,0.5
"32",492,1193062,10190,13,"10190_13_14","Great Basin Pinyon-Juniper Woodland","Conifer",474,337,780,157,33,47,20,"III-B",115,76,0,0.45098,0.298039,0,265331,0.4
"33",643,1175797,11260,9,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31,100,-9999,-9999,"II-C",230,0,169,0.901961,0,0.662745,261491,0.4
"34",1070,1202644,11270,12,"11270_10_12_13_17_18","Inter-Mountain Basins Semi-Desert Shrub-Steppe","Shrubland",225,-9999,-9999,225,100,-9999,-9999,"V-A",194,158,215,0.760784,0.619608,0.843137,267462,0.4
"35",1088,1244840,10620,17,"10620_6_12_17_18","Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland","Shrubland",288,149,238,69,24,47,29,"III-A",191,19,230,0.74902,0.07451,0.901961,276846,0.4
"36",1093,1180119,10820,17,"10820_12_15_16_17_23_24","Mojave Mid-Elevation Mixed Desert Scrub","Shrubland",815,-9999,-9999,815,100,-9999,-9999,"V-B",216,6,73,0.847059,0.023529,0.286275,262452,0.4
"37",2708,1315433,10803,17,"10803_6_12_15_16_17_18_23_24_25","Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert","Shrubland",151,-9999,-9999,151,100,-9999,-9999,"IV-B",255,190,232,1,0.745098,0.909804,292545,0.4
"38",385,1003711,10040,13,"10040","North American Warm Desert Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",255,255,190,1,1,0.745098,223220,0.3
"39",522,885789,11550,13,"11550_13_14","North American Warm Desert Riparian Systems","Riparian",785,23,-9999,23,3,97,-9999,"I-C",123,160,117,0.482353,0.627451,0.458824,196995,0.3
"40",588,980525,10310,6,"10310_2_3_4_5_6_12","California Montane Jeffrey Pine(-Ponderosa Pine) Woodland","Conifer",165,84,11,9,6,11,83,"I-B",167,70,0,0.654902,0.27451,0,218064,0.3
"41",1108,954190,11540,17,"11540_6_12_16_17","Inter-Mountain Basins Montane Riparian Systems","Riparian",378,-9999,-9999,378,100,-9999,-9999,"V-A",154,156,117,0.603922,0.611765,0.458824,212207,0.3
"42",638,497530,10810,9,"10810_7_8_9","Inter-Mountain Basins Mixed Salt Desert Scrub","Shrubland",698,-9999,-9999,698,100,-9999,-9999,"V-B",245,202,122,0.960784,0.792157,0.478431,110648,0.2
"43",1064,505251,10870,12,"10870_4_6_12_13_14_15_17_24_25","Sonora-Mojave Creosotebush-White Bursage Desert Scrub","Shrubland",329,-9999,-9999,329,100,-9999,-9999,"V-A",52,154,184,0.203922,0.603922,0.721569,112365,0.2
"44",1066,662397,11030,12,"11030_6_7_12_13_16_17_23","Great Basin Semi-Desert Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",174,250,255,0.682353,0.980392,1,147314,0.2
"45",1068,484563,11250,12,"11250_6_12_13_15_16_17_18_23_24_25_28","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",117,-9999,-9999,117,100,-9999,-9999,"IV-B",255,115,223,1,0.45098,0.87451,107764,0.2
"46",1096,498880,11030,17,"11030_6_7_12_13_16_17_23","Great Basin Semi-Desert Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",174,250,255,0.682353,0.980392,1,110948,0.2
"47",1218,495043,10110,18,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31,46,54,-9999,"I-C",255,255,115,1,1,0.45098,110095,0.2
"48",2700,543973,10803,6,"10803_6_12_15_16_17_18_23_24_25","Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert","Shrubland",151,-9999,-9999,151,100,-9999,-9999,"IV-B",255,190,232,1,0.745098,0.909804,120977,0.2
"49",2701,555014,10804,6,"10804_6_12_15_16_17_18_23_24_25","Inter-Mountain Basins Big Sagebrush Shrubland-Upland","Shrubland",120,-9999,-9999,120,100,-9999,-9999,"IV-B",255,190,232,1,0.745098,0.909804,123432,0.2
"50",500,223259,10810,13,"10810_6_12_13_17","Inter-Mountain Basins Mixed Salt Desert Scrub","Shrubland",1978,-9999,-9999,1978,100,-9999,-9999,"V-B",245,202,122,0.960784,0.792157,0.478431,49652,0.1
"51",577,357316,10010,6,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",255,255,190,1,1,0.745098,79465,0.1
"52",581,366652,10190,6,"10190_6_7_9_12_16_17_18_19","Great Basin Pinyon-Juniper Woodland","Conifer",865,898,-9999,440,51,49,-9999,"V-A",115,76,0,0.45098,0.298039,0,81541,0.1
"53",590,217408,10322,6,"10322_6","Mediterranean California Red Fir Forest-Southern Sierra","Conifer",294,317,78,52,18,16,66,"III-A",255,145,151,1,0.568627,0.592157,48350,0.1
"54",620,177468,10010,9,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",255,255,190,1,1,0.745098,39468,0.1
"55",622,441580,10110,9,"10110_9","Rocky Mountain Aspen Forest and Woodland","Hardwood",59,50,-9999,27,46,54,-9999,"I-C",255,255,115,1,1,0.45098,98205,0.1
"56",652,265687,11530,9,"11530_7_8_9","Inter-Mountain Basins Greasewood Flat","Shrubland",1019,-9999,-9999,1019,100,-9999,-9999,"V-B",225,225,225,0.882353,0.882353,0.882353,59087,0.1
"57",1051,338885,10200,12,"10200_6_9_12_17","Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland","Conifer",497,-9999,200,143,29,-9999,71,"III-B",14,46,57,0.054902,0.180392,0.223529,75366,0.1
"58",1056,184360,10520,12,"10520_12","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Conifer",186,91,72,33,18,36,46,"I-C",115,149,230,0.45098,0.584314,0.901961,41001,0.1
"59",1065,378009,10880,12,"10880_12_13_14_25","Sonora-Mojave Mixed Salt Desert Scrub","Shrubland",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",245,222,110,0.960784,0.870588,0.431373,84067,0.1
"60",1071,424779,11350,12,"11350_7_8_9_10_12_17_18","Inter-Mountain Basins Semi-Desert Grassland","Grassland",81,-9999,-9999,81,100,-9999,-9999,"IV-A",185,174,211,0.72549,0.682353,0.827451,94469,0.1
"61",1084,313743,10520,17,"10520_17","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Conifer",184,91,72,33,18,36,46,"I-C",115,149,230,0.45098,0.584314,0.901961,69775,0.1
"62",1087,369018,10610,17,"10610_8_9_17","Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland","Hardwood-Conifer",68,44,-9999,27,39,61,-9999,"I-C",230,230,0,0.901961,0.901961,0,82068,0.1
"63",1097,169437,11040,17,"11040_17","Mogollon Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",173,250,211,0.678431,0.980392,0.827451,37682,0.1
"64",1099,182389,11080,17,"11080_17","Sonora-Mojave Semi-Desert Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",255,197,173,1,0.772549,0.678431,40562,0.1
"65",1101,156635,11240,17,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201,100,-9999,-9999,"V-A",132,140,173,0.517647,0.54902,0.678431,34835,0.1
"66",1102,429356,11250,17,"11250_6_12_13_15_16_17_18_23_24_25_28","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",117,-9999,-9999,117,100,-9999,-9999,"IV-B",255,115,223,1,0.45098,0.87451,95486,0.1
"67",1104,274683,11270,17,"11270_10_12_13_17_18","Inter-Mountain Basins Semi-Desert Shrub-Steppe","Shrubland",225,-9999,-9999,225,100,-9999,-9999,"V-A",194,158,215,0.760784,0.619608,0.843137,61088,0.1
"68",1222,161684,10460,18,"10460_18","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",227,385,57,41,18,11,71,"III-A",255,170,0,1,0.666667,0,35958,0.1
"69",1229,234515,10610,18,"10610_18","Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland","Hardwood-Conifer",76,45,-9999,28,37,63,-9999,"I-C",230,230,0,0.901961,0.901961,0,52155,0.1
"70",1244,156649,11540,18,"11540_18","Inter-Mountain Basins Montane Riparian Systems","Riparian",174,-9999,-9999,174,100,-9999,-9999,"IV-B",154,156,117,0.603922,0.611765,0.458824,34838,0.1
"71",1245,342503,11590,18,"11590_18","Rocky Mountain Montane Riparian Systems","Riparian",174,-9999,-9999,174,100,-9999,-9999,"IV-B",123,124,93,0.482353,0.486275,0.364706,76171,0.1
"72",1246,232826,11600,18,"11600_18","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",67,-9999,113,42,63,-9999,37,"III-A",49,165,167,0.192157,0.647059,0.654902,51779,0.1
"73",12,1665,12,0,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",159,161,240,0.623529,0.631373,0.941176,370,0
"74",404,4247,10780,15,"10780_15","Colorado Plateau Blackbrush-Mormon-tea Shrubland","Shrubland",282,-9999,-9999,282,100,-9999,-9999,"V-A",52,155,207,0.203922,0.607843,0.811765,945,0
"75",405,2605,11080,15,"11080_4_5_13_14_15_24_25","Sonora-Mojave Semi-Desert Chaparral","Shrubland",81,-9999,-9999,81,100,-9999,-9999,"IV-A",255,197,173,1,0.772549,0.678431,579,0
"76",491,335,10160,13,"10160_13_14","Colorado Plateau Pinyon-Juniper Woodland","Conifer",483,340,768,158,33,46,21,"III-B",205,170,102,0.803922,0.666667,0.4,75,0
"77",493,57654,10200,13,"10200_13","Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland","Conifer",981,-9999,540,348,36,-9999,64,"V-A",14,46,57,0.054902,0.180392,0.223529,12822,0
"78",494,104509,10520,13,"10520_13","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Conifer",214,191,64,39,18,21,61,"III-A",115,149,230,0.45098,0.584314,0.901961,23242,0
"79",495,117801,10540,13,"10540_13_14","Southern Rocky Mountain Ponderosa Pine Woodland","Conifer",254,39,28,15,6,39,55,"I-B",168,56,0,0.658824,0.219608,0,26198,0
"80",496,3183,10610,13,"10610_13","Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland","Hardwood-Conifer",81,55,-9999,33,41,59,-9999,"I-C",230,230,0,0.901961,0.901961,0,708,0
"81",497,4750,10620,13,"10620_13","Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland","Shrubland",287,149,232,69,24,46,30,"III-A",191,19,230,0.74902,0.07451,0.901961,1056,0
"82",498,37570,10790,13,"10790_13","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",99,727,-9999,87,88,12,-9999,"IV-A",57,194,207,0.223529,0.760784,0.811765,8355,0
"83",499,27597,10800,13,"10800_13_14","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",111,-9999,-9999,111,100,-9999,-9999,"IV-B",255,190,232,1,0.745098,0.909804,6137,0
"84",502,2672,10860,13,"10860_13_16_17_18_21_23","Rocky Mountain Lower Montane-Foothill Shrubland","Shrubland",102,28,-9999,22,21,79,-9999,"I-C",137,68,101,0.537255,0.266667,0.396078,594,0
"85",505,13710,10910,13,"10910_13_14","Sonoran Mid-Elevation Desert Scrub","Shrubland",104,-9999,-9999,104,100,-9999,-9999,"IV-B",176,6,99,0.690196,0.023529,0.388235,3049,0
"86",506,3,10930,13,"10930_13_15_16_23_24_28","Southern Colorado Plateau Sand Shrubland","Shrubland",220,-9999,-9999,220,100,-9999,-9999,"V-A",134,219,24,0.52549,0.858824,0.094118,1,0
"87",508,34574,11030,13,"11030_6_7_12_13_16_17_23","Great Basin Semi-Desert Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",174,250,255,0.682353,0.980392,1,7689,0
"88",510,152688,11070,13,"11070_13","Rocky Mountain Gambel Oak-Mixed Montane Shrubland","Shrubland",152,52,-9999,39,25,75,-9999,"III-A",115,255,223,0.45098,1,0.87451,33957,0
"89",512,2044,11090,13,"11090_4_13","Sonoran Paloverde-Mixed Cacti Desert Scrub","Shrubland",1284,-9999,-9999,1284,100,-9999,-9999,"V-B",233,214,245,0.913725,0.839216,0.960784,455,0
"90",513,854,11150,13,"11150_13","Inter-Mountain Basins Juniper Savanna","Conifer",807,427,567,187,23,44,33,"III-B",137,112,68,0.537255,0.439216,0.266667,190,0
"91",516,8716,11260,13,"11260_13","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",49,-9999,-9999,49,100,-9999,-9999,"IV-A",230,0,169,0.901961,0,0.662745,1938,0
"92",517,35664,11270,13,"11270_10_12_13_17_18","Inter-Mountain Basins Semi-Desert Shrub-Steppe","Shrubland",225,-9999,-9999,225,100,-9999,-9999,"V-A",194,158,215,0.760784,0.619608,0.843137,7931,0
"93",518,12549,11350,13,"11350_13_14","Inter-Mountain Basins Semi-Desert Grassland","Grassland",119,-9999,-9999,119,100,-9999,-9999,"IV-B",185,174,211,0.72549,0.682353,0.827451,2791,0
"94",519,3297,11450,13,"11450_13","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,159,-9999,32,80,20,-9999,"II-C",0,197,255,0,0.772549,1,733,0
"95",520,8181,11530,13,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024,100,-9999,-9999,"V-B",225,225,225,0.882353,0.882353,0.882353,1819,0
"96",521,153018,11540,13,"11540_13","Inter-Mountain Basins Montane Riparian Systems","Riparian",68,-9999,-9999,68,100,-9999,-9999,"IV-A",154,156,117,0.603922,0.611765,0.458824,34030,0
"97",579,21450,10110,6,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31,46,54,-9999,"I-C",255,255,115,1,1,0.45098,4770,0
"98",580,1588,10170,6,"10170_6_7_8_9_12_18","Columbia Plateau Western Juniper Woodland and Savanna","Conifer",445,272,-9999,169,38,62,-9999,"III-B",14,245,98,0.054902,0.960784,0.384314,353,0
"99",584,4176,10270,6,"10270_4_5_6","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Conifer",150,35,17,11,7,31,62,"I-B",158,187,215,0.619608,0.733333,0.843137,929,0
"100",585,17620,10280,6,"10280_4_6_7_12","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Conifer",148,46,33,17,12,37,51,"I-C",84,98,168,0.329412,0.384314,0.658824,3919,0
"101",586,12471,10290,6,"10290_2_3_4_5_6_7_12","Mediterranean California Mixed Oak Woodland","Hardwood",285,33,11,8,3,25,72,"I-B",220,100,100,0.862745,0.392157,0.392157,2773,0
"102",587,15218,10300,6,"10300_2_3_4_5_6_7","Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland","Conifer",176,38,15,10,6,27,67,"I-B",180,80,145,0.705882,0.313725,0.568627,3384,0
"103",589,52642,10321,6,"10321_6","Mediterranean California Red Fir Forest-Cascades","Conifer",149,176,58,34,23,19,58,"I-C",255,59,127,1,0.231373,0.498039,11707,0
"104",591,17137,10330,6,"10330_3_6_7","Mediterranean California Subalpine Woodland","Conifer",475,566,-9999,258,54,46,-9999,"V-A",226,194,162,0.886275,0.760784,0.635294,3811,0
"105",592,529,10340,6,"10340_4_6_7","Mediterranean California Mesic Serpentine Woodland and Chaparral","Shrubland",182,108,-9999,68,37,63,-9999,"III-A",115,0,76,0.45098,0,0.298039,118,0
"106",594,2711,10440,6,"10440_3_6_7","Northern California Mesic Subalpine Woodland","Conifer",504,929,-9999,327,65,35,-9999,"V-A",255,133,0,1,0.521569,0,603,0
"107",596,4058,10581,6,"10581_6","Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Wet","Conifer",158,51,460,36,23,69,8,"III-A",127,234,0,0.498039,0.917647,0,902,0
"108",597,7114,10582,6,"10582_6","Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Dry","Conifer",244,56,59,26,11,46,43,"I-C",179,255,0,0.701961,1,0,1582,0
"109",598,3394,10610,6,"10610_6","Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland","Hardwood-Conifer",149,224,60,36,24,16,60,"III-A",230,230,0,0.901961,0.901961,0,755,0
"110",599,42414,10620,6,"10620_6_12_17_18","Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland","Shrubland",288,149,238,69,24,47,29,"III-A",191,19,230,0.74902,0.07451,0.901961,9433,0
"111",600,697,10670,6,"10670_6","Mediterranean California Alpine Fell-Field","Shrubland",526,-9999,-9999,526,100,-9999,-9999,"V-B",140,140,140,0.54902,0.54902,0.54902,155,0
"112",601,2906,10710,6,"10710_6","Sierra Nevada Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228,100,-9999,-9999,"V-A",25,125,95,0.098039,0.490196,0.372549,646,0
"113",604,148583,10810,6,"10810_6_12_13_17","Inter-Mountain Basins Mixed Salt Desert Scrub","Shrubland",1978,-9999,-9999,1978,100,-9999,-9999,"V-B",245,202,122,0.960784,0.792157,0.478431,33044,0
"114",607,3,10970,6,"10970_3_6_7","California Mesic Chaparral","Shrubland",54,-9999,-9999,54,100,-9999,-9999,"IV-A",200,190,85,0.784314,0.745098,0.333333,1,0
"115",608,5276,10980,6,"10980_6","California Montane Woodland and Chaparral","Shrubland",92,54,-9999,34,37,63,-9999,"I-C",210,170,50,0.823529,0.666667,0.196078,1173,0
"116",609,14159,11030,6,"11030_6_7_12_13_16_17_23","Great Basin Semi-Desert Chaparral","Shrubland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",174,250,255,0.682353,0.980392,1,3149,0
"117",610,2277,11050,6,"11050_3_6_7","Northern and Central California Dry-Mesic Chaparral","Shrubland",74,-9999,-9999,74,100,-9999,-9999,"IV-A",245,246,175,0.960784,0.964706,0.686275,506,0
"118",611,57,11140,6,"11140_3_6_7","California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna","Hardwood",128,572,10,9,7,2,91,"I-B",179,255,232,0.701961,1,0.909804,13,0
"119",612,14485,11250,6,"11250_6_12_13_15_16_17_18_23_24_25_28","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",117,-9999,-9999,117,100,-9999,-9999,"IV-B",255,115,223,1,0.45098,0.87451,3221,0
"120",614,12,11360,6,"11360_6","Mediterranean California Alpine Dry Tundra","Grassland",209,-9999,-9999,209,100,-9999,-9999,"V-A",100,43,29,0.392157,0.168627,0.113725,3,0
"121",615,22,11370,6,"11370_3_6","Mediterranean California Subalpine Meadow","Grassland",40,161,-9999,32,80,20,-9999,"II-C",0,188,255,0,0.737255,1,5,0
"122",616,663,11380,6,"11380_6","North Pacific Montane Grassland","Grassland",16,-9999,-9999,16,100,-9999,-9999,"II-C",199,230,158,0.780392,0.901961,0.619608,147,0
"123",617,33402,11520,6,"11520_6","California Montane Riparian Systems","Riparian",88,95,-9999,46,52,48,-9999,"III-A",65,150,167,0.254902,0.588235,0.654902,7428,0
"124",618,149764,11530,6,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024,100,-9999,-9999,"V-B",225,225,225,0.882353,0.882353,0.882353,33307,0
"125",619,138269,11540,6,"11540_6_12_16_17","Inter-Mountain Basins Montane Riparian Systems","Riparian",378,-9999,-9999,378,100,-9999,-9999,"V-A",154,156,117,0.603922,0.611765,0.458824,30750,0
"126",621,18085,10060,9,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",78,78,78,0.305882,0.305882,0.305882,4022,0
"127",623,2213,10170,9,"10170_6_7_8_9_12_18","Columbia Plateau Western Juniper Woodland and Savanna","Conifer",445,272,-9999,169,38,62,-9999,"III-B",14,245,98,0.054902,0.960784,0.384314,492,0
"128",624,320,10190,9,"10190_6_7_9_12_16_17_18_19","Great Basin Pinyon-Juniper Woodland","Conifer",865,898,-9999,440,51,49,-9999,"V-A",115,76,0,0.45098,0.298039,0,71,0
